0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	272	0	0	0	0	
0	0	0	0	16	0	1	81	4	1	3	2	80	200	25	0	4	2	11	296	3	0	1	1	548	2667	51	0	0	1	50	
0	0	0	0	6	8	1	2	0	0	0	0	0	178	0	0	1	0	0	0	0	193	0	0	0	43	12	0	0	0	1029	
0	0	0	0	0	1	3	13	0	0	0	1	14	14	0	0	0	0	0	14	0	1	0	0	0	128	197	0	0	0	16	
0	0	0	0	0	94	19	234	1	0	0	17	5	47	2	0	15	13	0	133	8	65	18	0	89	451	41	0	0	0	7	
0	0	0	0	0	0	0	14	6	0	0	70	185	12	0	6	0	0	0	156	36	152	3	0	2	334	383	0	0	0	109	
0	0	0	0	0	0	0	27	0	0	0	0	1	17	1	0	0	1	0	5	0	0	0	0	0	122	84	21	0	0	1	
0	0	0	0	0	0	0	0	3	1	0	25	0	1558	0	0	16	1	0	128	22	1	10	0	112	2002	99	0	0	0	7	
0	0	0	0	0	0	0	0	0	371	259	10	10578	0	39	2	0	153	65	50	5	21	47	0	110	1757	50	0	578	1773	64	
0	0	0	0	0	0	0	0	0	0	33	0	665	0	0	0	0	5	0	0	0	0	4	0	1	4	0	0	4	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	592	0	0	0	0	121	0	0	0	0	7	0	0	8	0	0	9	1	0	
0	0	0	0	0	0	0	0	0	0	0	0	75	10	1	0	0	0	0	524	16	44	1	0	20	1013	98	0	0	0	42	
0	0	0	0	0	0	0	0	0	0	0	0	0	19	65	17	0	372	1244	199	18	591	120	0	89	2759	238	0	1009	1125	137	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	9	25	16	2	0	15	4776	17	0	0	0	434	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	220	29	6	0	0	1598	257	7	0	0	0	9	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	5	0	0	0	3	1863	0	2	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	79	108	3	0	0	0	9	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	58	0	74	23	261	496	189	0	0	0	19	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	784	8	0	16	1	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	417	247	24	0	404	837	228	9	0	0	212	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	13	40	11	831	14	0	0	0	601	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	199	122	0	0	1	322	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	833	24	0	0	0	68	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3531	134	0	0	0	18	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1310	1	17	23	635	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	122	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	